enrolment_id,total_interaction_percent,total_attendance_percent,topic_one_percent,topic_two_percent,topic_three_percent,topic_four_percent,total_assessment_score_percent,gpa
8315529,31,42,28,94,4,9,31,2
5969147,56,50,11,44,46,9,43,2
6373460,70,42,27,76,89,51,58,4
8588778,75,40,41,16,14,80,49,3
9885529,20,52,42,87,39,87,46,3
5437053,50,73,28,89,95,85,64,4
6283606,61,43,53,25,9,61,47,3
8483289,90,50,10,58,70,6,61,4
5848304,26,46,46,62,60,86,45,3
8167625,82,29,3,86,92,39,56,4
8519030,49,60,32,45,58,20,50,4
5977572,36,56,65,71,61,96,56,4
7093110,33,76,1,93,5,0,45,3
7169188,45,36,2,37,17,78,38,2
6905254,63,60,29,13,54,96,59,4
6967059,32,21,38,21,26,41,24,2
7099717,56,42,43,77,28,50,48,3
7903722,52,62,31,83,44,98,60,4
6519065,41,27,25,4,38,62,37,2
7401083,37,59,92,26,66,63,51,4
8378679,11,71,97,20,85,81,47,3
5424468,28,41,66,71,78,20,43,2
8571050,54,51,8,22,4,21,39,2
9279496,47,33,80,1,73,90,45,3
6208202,29,47,69,59,35,52,46,3
9120493,67,49,44,71,1,12,50,4
9409611,54,50,7,68,97,96,57,4
5129378,33,55,35,58,63,89,49,3
5229820,40,45,93,4,88,72,50,4
8543482,59,57,47,61,48,54,57,4
7578672,55,50,45,3,63,22,45,3
8142858,46,38,0,0,79,74,41,2
8846878,28,55,53,65,88,42,48,3
9663222,92,64,43,46,56,26,65,5
5539901,52,74,31,22,90,97,61,4
8192328,59,52,1,56,90,24,51,4
8842771,23,29,81,3,38,1,27,2
9515662,45,52,74,69,53,22,46,3
6122043,71,33,61,24,47,68,49,3
6890222,62,37,24,7,59,3,40,2
7308395,63,29,19,99,76,43,48,3
7863520,43,60,27,15,99,77,51,4
5693839,51,61,11,11,60,94,56,4
5716688,8,43,96,23,64,65,36,2
8574270,52,67,0,59,86,41,54,4
8766417,26,39,25,15,18,58,29,2
5695858,68,35,29,6,76,13,43,2
8564093,45,39,76,0,62,23,43,2
9414105,35,60,73,83,5,46,45,3
9419582,50,39,19,11,65,4,37,2
5515913,91,71,5,45,86,63,73,5
5896815,2,62,43,23,21,69,32,2
6831945,21,78,42,6,41,56,46,3
9727629,41,55,62,58,7,53,44,2
6602637,54,54,45,45,65,84,55,4
8292240,38,70,87,0,24,85,51,4
8802439,77,41,72,75,57,13,54,4
8903373,62,79,96,79,5,45,62,4
5438246,38,44,1,78,5,54,38,2
6806147,37,43,46,6,9,25,35,2
7957672,66,35,79,12,21,25,42,2
8583119,49,68,26,72,46,73,58,4
5351157,65,64,96,54,97,25,66,5
6145028,58,44,45,60,89,12,52,4
8968251,17,45,5,30,36,54,33,2
5572581,64,39,67,86,50,42,53,4
6193124,24,46,16,75,42,47,38,2
7351952,28,44,32,20,8,70,33,2
8789440,61,71,38,35,98,85,68,5
5616274,75,40,81,21,73,1,52,4
9143248,54,40,19,68,59,45,48,3
9502390,35,47,16,15,18,58,38,2
5030054,48,64,79,34,54,54,53,4
9187310,39,36,89,27,94,23,41,2
9970627,21,39,25,33,86,0,32,2
6121078,31,59,31,15,80,62,44,2
6197181,37,38,65,59,19,51,42,2
8098885,65,31,80,98,30,57,55,4
7724711,27,47,30,92,23,25,37,2
8076882,64,37,67,71,17,95,51,4
9026713,59,47,19,24,60,47,44,2
5203077,55,46,28,97,30,30,48,3
5709641,90,35,35,56,88,80,62,4
8590557,85,51,89,92,42,50,71,5
8989152,17,56,37,19,59,39,37,2
5028130,58,41,58,74,46,84,53,4
7477217,87,44,64,26,82,6,57,4
8704587,33,52,79,22,12,49,41,2
9801643,58,57,18,1,38,52,49,3
5593936,25,43,32,28,12,57,34,2
6036464,51,44,44,54,77,67,53,4
8095197,52,46,47,80,76,8,49,3
5349143,12,42,41,10,58,53,31,2
6533906,49,54,36,22,70,32,48,3
8943820,20,51,89,99,60,91,52,4
7850270,55,60,45,15,44,63,51,4
7938578,29,56,16,15,46,11,36,2
8625409,10,49,41,55,8,47,34,2
6779331,90,39,29,45,32,19,53,4
7913176,48,53,20,39,44,54,47,3
9875006,35,61,29,10,90,75,48,3
6194101,52,58,80,21,20,27,49,3
7642885,36,33,12,9,74,50,34,2
7772102,89,64,40,27,17,58,62,4
8367293,70,43,4,74,4,69,52,4
5156667,61,51,57,32,70,38,51,4
5827156,63,74,40,90,61,72,66,5
6560041,18,52,0,55,5,74,33,2
7577156,61,57,48,95,73,85,62,4
5376491,40,62,22,11,25,88,44,2
5700446,30,37,85,66,11,44,40,2
6543359,70,63,55,83,92,62,66,5
7910280,59,42,62,9,3,11,37,2
5210320,59,63,51,92,2,14,51,4
6443587,55,22,5,78,46,35,39,2
6705584,19,37,77,3,55,93,38,2
8673456,38,42,41,66,35,58,46,3
5100094,43,45,35,45,74,60,46,3
9297429,79,63,91,71,58,28,67,5
9726329,14,62,54,30,54,38,42,2
6205083,37,37,67,31,66,3,35,2
6845493,69,33,53,62,76,4,51,4
7808484,47,56,97,57,93,9,54,4
9217935,23,51,68,17,6,56,35,2
7246314,60,42,50,43,15,80,51,4
8503012,48,80,24,66,48,12,56,4
8599564,74,54,82,69,83,42,67,5
8756912,59,44,73,81,44,18,56,4
7715137,14,47,16,52,9,45,28,2
7932960,34,38,45,21,75,3,33,2
8205620,63,43,81,16,65,60,53,4
5461670,71,35,82,43,72,11,53,4
6706754,53,61,83,93,76,9,61,4
8342174,29,46,58,66,53,55,45,3
6968976,39,44,34,44,64,26,41,2
9204163,11,68,52,1,21,52,38,2
9265374,39,38,79,7,96,7,44,2
5416019,49,41,30,51,21,60,42,2
6422147,44,45,31,17,42,2,33,2
8169643,92,46,4,0,94,93,57,4
8268357,63,64,10,98,74,93,63,4
5250876,46,49,45,8,27,79,42,2
7844947,78,47,25,16,43,18,52,4
8374121,90,74,32,46,45,33,67,5
5553963,47,37,87,9,26,34,39,2
5918714,50,72,35,70,50,8,55,4
6434872,54,37,45,56,9,52,43,2
9411157,65,62,66,3,53,7,55,4
6282375,25,70,17,42,5,7,36,2
6867468,44,49,93,15,88,40,51,4
7380833,51,55,53,24,8,76,50,4
5442285,30,47,86,65,75,41,49,3
8462649,56,29,40,77,35,65,45,3
9833714,38,54,63,62,39,35,47,3
5367838,48,62,22,25,51,4,46,3
6271641,47,24,64,13,60,35,35,2
7624759,56,84,8,32,64,6,54,4
8551952,72,40,94,36,54,96,60,4
5331518,54,85,99,42,48,34,66,5
5437129,40,63,11,83,78,2,46,3
6849703,40,43,76,64,7,6,42,2
7140674,76,54,94,52,59,62,66,5
6365073,73,74,19,74,86,35,69,5
6622990,80,53,7,57,11,21,51,4
6961014,53,36,80,60,60,0,48,3
9583913,16,66,5,87,56,33,43,2
5246527,28,37,23,90,77,89,48,3
5331316,65,56,92,73,67,65,65,5
5495526,59,39,99,69,30,72,51,4
9201630,44,42,89,31,93,21,50,4
5002689,56,44,30,17,30,96,44,2
5743600,57,54,19,33,15,82,51,4
7142039,81,46,44,20,87,8,56,4
7975964,75,56,22,13,89,7,56,4
5222233,55,82,66,85,50,80,66,5
6403720,52,45,0,15,14,28,34,2
8893459,81,39,15,84,88,68,61,4
5496862,29,62,70,78,11,80,49,3
8134480,33,29,59,39,20,35,31,2
9500629,87,56,2,1,78,16,55,4
9602077,21,43,49,57,5,85,39,2
5831058,52,37,69,81,42,93,53,4
6073849,32,56,89,69,21,78,49,3
8053467,67,50,47,15,5,20,43,2
9687812,15,69,32,9,10,12,37,2
8263104,73,65,96,19,56,56,65,5
8600400,27,59,65,98,2,78,49,3
8695042,55,45,32,43,31,64,46,3
5443710,64,27,90,82,20,91,56,4
7278987,64,62,44,27,64,69,62,4
8315098,58,68,61,79,3,92,63,4
9866465,7,64,87,51,80,47,44,2
5051279,56,51,31,21,9,7,45,3
8041198,19,45,18,8,45,20,28,2
8888334,47,43,54,59,56,61,48,3
7043544,49,55,52,73,54,56,56,4
7160617,62,38,40,93,5,2,46,3
7915263,37,56,28,61,14,54,46,3
9875946,61,47,87,29,56,30,54,4
6165514,25,39,74,0,46,76,38,2
7578241,53,33,32,56,62,64,47,3
7837641,55,64,11,78,17,99,60,4
8158461,42,51,11,92,86,30,49,3
5579431,72,66,30,62,4,51,58,4
7850999,45,57,81,50,1,60,48,3
9854089,88,51,62,21,63,86,67,5
5040614,11,44,16,66,0,35,28,2
5080361,45,70,25,94,92,62,59,4
8962666,9,54,33,16,95,32,33,2
9878888,52,38,71,19,88,72,48,3
6700535,32,45,5,54,48,63,40,2
7938978,52,51,88,64,87,98,62,4
9409671,64,45,95,37,24,28,51,4
5365268,65,51,17,44,26,85,50,4
7685559,11,37,60,55,5,80,28,2
8228483,30,53,44,17,4,94,37,2
8447717,55,43,61,46,14,84,50,4
6012663,32,52,74,18,50,79,45,3
6527365,24,36,89,82,2,23,36,2
9660483,10,36,26,70,55,16,28,2
5156203,53,68,51,21,57,78,55,4
7557535,52,62,33,85,74,38,54,4
7889140,53,38,61,74,35,97,52,4
8113775,76,53,24,54,24,97,59,4
5674865,47,27,63,48,67,78,47,3
5735146,15,49,1,94,97,48,40,2
5808350,37,68,35,5,90,27,49,3
7968501,44,50,35,99,0,97,50,4
6863443,40,46,62,83,72,69,52,4
8362948,48,50,15,51,36,39,41,2
9577870,60,39,42,44,1,25,40,2
9813100,83,21,12,22,71,88,47,3
5257520,86,57,5,37,53,98,62,4
6753815,34,46,11,26,37,88,39,2
8338316,36,71,65,10,85,63,56,4
6472209,41,36,70,45,75,82,47,3
7176987,56,53,64,21,36,51,48,3
7479661,10,54,65,50,40,50,41,2
9232335,25,34,21,87,46,88,42,2
7272744,64,32,57,72,13,88,49,3
7507709,63,54,16,33,77,21,51,4
9983512,37,65,97,18,86,18,50,4
7777379,24,74,91,24,5,7,44,2
8158318,44,67,51,39,41,13,50,4
9055776,26,39,27,86,83,93,44,2
6112210,52,27,22,95,70,7,46,3
6172855,75,35,26,16,41,81,47,3
7289869,36,35,47,99,17,24,38,2
9510087,90,73,43,33,45,75,69,5
7134834,33,57,40,24,56,21,43,2
9205674,44,54,86,21,45,64,53,4
9593999,45,33,82,23,69,76,44,2
7854029,37,77,59,30,3,79,52,4
8092809,46,61,11,33,35,25,46,3
9254159,41,54,36,33,34,97,50,4
5079317,73,69,49,51,2,95,61,4
9185962,63,47,32,62,48,42,54,4
9235771,36,58,54,2,38,30,41,2
9635172,58,88,95,32,79,31,69,5
5077898,57,58,53,70,37,34,52,4
5166771,38,59,1,29,54,83,45,3
6248062,55,58,22,9,37,82,51,4
8380484,47,51,15,13,89,26,47,3
5390911,25,56,69,5,7,85,41,2
5976199,73,35,65,36,56,20,50,4
6994679,42,62,0,38,42,27,41,2
9460764,73,28,4,33,59,62,45,3
5274623,51,68,1,31,30,3,47,3
6932468,23,78,41,43,55,5,42,2
7520185,49,30,5,42,81,88,44,2
6375200,17,59,13,94,33,67,42,2
7953498,26,53,11,51,17,23,34,2
9115237,53,34,84,3,36,66,44,2
7805179,51,48,13,43,50,17,42,2
7881360,49,58,82,34,8,93,53,4
8383236,65,47,55,55,88,98,63,4
9085155,74,66,16,59,96,44,67,5
5520289,34,41,47,70,62,65,44,2
5980831,82,55,69,85,8,87,68,5
8451463,32,42,29,37,5,34,35,2
6806476,28,57,28,54,16,39,39,2
6822371,19,51,36,77,36,26,38,2
9803161,62,71,6,21,3,10,49,3
9854137,25,38,18,96,20,98,40,2
6318559,80,58,48,27,45,45,60,4
8362022,13,33,25,13,11,68,20,2
8464022,75,79,65,37,22,28,68,5
9400607,64,42,72,36,84,58,54,4
5918695,83,61,12,26,31,38,55,4
7477486,82,40,83,50,10,51,55,4
8940236,58,71,22,16,17,7,50,4
9430120,57,47,9,98,85,76,59,4
5015559,72,63,1,71,5,92,59,4
5735722,81,31,91,46,1,76,58,4
8695955,65,61,14,4,25,38,47,3
9114768,14,69,42,66,48,49,43,2
8947042,19,46,9,64,71,47,37,2
9032964,51,61,13,47,83,89,58,4
9114335,36,55,20,19,18,59,40,2
9414953,73,46,76,38,42,97,58,4
5399692,24,57,63,9,68,49,43,2
6450715,7,55,6,5,90,27,28,2
7158749,54,67,82,14,5,64,55,4
8590001,18,47,23,81,15,60,38,2
7382338,48,41,57,96,39,92,49,3
7521248,34,15,69,4,91,7,28,2
7623158,31,30,5,97,36,27,30,2
8047809,57,34,96,2,19,89,44,2
6316159,61,63,28,87,95,23,60,4
6699099,42,46,2,99,0,50,43,2
8205343,8,59,10,84,89,70,44,2
8694018,35,58,87,86,32,42,50,4
6664265,21,51,66,66,58,87,47,3
7577390,49,57,25,75,23,68,50,4
7757158,28,46,24,84,87,5,40,2
6488819,36,68,54,70,30,37,50,4
7907401,51,37,11,65,9,57,40,2
9483406,75,43,95,56,54,71,61,4
6358552,58,56,46,71,83,47,59,4
6609185,82,30,41,0,2,54,45,3
7316330,25,69,70,18,28,92,50,4
9876838,55,38,51,34,92,97,52,4
6059625,11,53,26,61,96,37,40,2
8978469,70,57,16,9,55,66,57,4
9670060,32,47,70,23,99,66,45,3
7854161,43,44,23,62,18,92,46,3
8540733,34,40,3,89,26,24,37,2
9110955,53,49,96,95,32,37,55,4
6255454,40,53,65,58,58,59,51,4
8345857,38,34,87,20,27,13,37,2
8475240,68,65,1,27,4,55,51,4
9268406,78,55,5,58,30,64,57,4
9382096,46,40,9,19,94,34,41,2
9751081,41,58,49,42,69,9,46,3
9753356,70,51,4,2,76,37,53,4
6287055,56,46,49,15,75,89,52,4
6848718,53,28,15,24,33,27,34,2
9783782,45,16,26,31,18,27,26,2
6285887,46,56,13,66,21,9,43,2
8158509,66,64,71,1,30,23,55,4
8648020,62,53,94,86,99,14,57,4
8824160,52,70,52,31,87,63,60,4
5173813,27,57,31,90,39,48,46,3
6209816,69,57,69,39,95,66,63,4
8451904,64,63,60,82,0,23,59,4
9847019,75,60,81,39,25,73,62,4
6827056,71,58,95,17,44,45,62,4
7014742,56,69,64,42,9,85,58,4
7953812,17,39,15,43,76,57,30,2
5259446,44,45,85,29,1,2,41,2
7032520,61,64,17,12,35,83,51,4
8708464,67,39,26,81,50,40,52,4
6077247,65,32,91,10,34,33,45,3
6331777,26,60,56,42,61,63,47,3
7379498,66,34,12,74,83,55,53,4
6840140,54,57,67,46,34,37,50,4
7293808,77,80,50,52,3,79,65,5
8825415,70,28,82,40,68,9,50,4
5701957,54,64,36,43,37,93,55,4
6826578,64,38,99,97,87,61,60,4
8097041,44,51,77,57,13,61,48,3
8905052,42,45,88,61,47,6,46,3
5969472,67,72,48,95,28,23,63,4
6301108,33,69,24,88,45,96,55,4
7826695,65,38,40,28,51,17,48,3
9010121,44,48,51,49,34,75,50,4
5680855,88,64,45,12,71,57,67,5
8870594,71,58,84,30,40,38,58,4
9149141,92,44,50,72,33,43,60,4
9588540,78,35,42,33,20,0,44,2
5288377,52,59,84,84,7,26,55,4
5761538,14,58,36,34,18,63,36,2
5774275,52,34,62,74,4,88,47,3
7146248,75,46,1,11,18,39,46,3
5630037,45,31,1,17,67,50,32,2
6129986,44,41,57,57,9,94,46,3
7313369,83,52,47,67,77,97,68,5
6115285,50,38,74,84,45,90,54,4
8542865,62,42,93,55,19,2,48,3
9391294,43,44,39,47,62,68,47,3
5904140,51,65,92,86,12,33,58,4
6114914,53,54,83,75,81,45,59,4
6575420,59,58,43,1,65,97,55,4
9939225,35,34,4,52,95,26,39,2
6042794,18,36,49,20,19,63,30,2
6094495,47,54,69,34,16,49,47,3
9070166,64,33,14,53,13,1,40,2
9284440,79,50,0,16,37,53,51,4
5380345,39,34,30,45,7,94,41,2
7488152,61,66,28,30,86,97,62,4
8286155,75,52,71,31,1,47,55,4
6933732,56,60,32,58,88,64,55,4
7514351,41,72,78,5,42,21,48,3
8379766,62,65,99,29,15,97,61,4
8963000,23,75,83,98,52,9,53,4
6903672,70,63,99,17,24,81,61,4
6933078,63,28,47,50,17,88,49,3
7190040,54,59,42,47,13,54,48,3
5071944,39,42,92,69,82,91,53,4
5484796,61,49,83,34,64,12,51,4
7685921,60,46,26,13,94,30,49,3
6096963,29,42,56,72,14,1,36,2
7852407,44,64,60,79,43,71,59,4
8298604,52,54,61,58,62,97,59,4
9133392,81,48,94,79,5,39,58,4
6083539,86,19,19,91,62,14,51,4
7377835,52,41,78,86,60,62,54,4
8548646,43,51,1,90,29,1,44,2
5390992,54,66,58,44,35,17,56,4
6887559,70,50,20,48,93,53,59,4
7469944,37,84,29,13,28,95,54,4
8598007,20,49,68,74,76,43,46,3
7080874,32,89,3,54,95,11,51,4
9727560,56,32,74,54,89,55,50,4
9773726,45,46,25,92,59,71,52,4
5359043,85,40,29,82,20,7,50,4
5963510,78,67,23,90,20,63,64,4
9251861,62,27,50,41,80,76,51,4
9389950,61,38,92,46,48,27,47,3
5753492,90,23,86,45,86,45,60,4
5908865,43,54,72,33,78,85,56,4
6043535,56,56,1,42,32,44,46,3
5104521,48,61,6,58,37,65,50,4
6540092,58,59,26,37,65,66,56,4
8437363,70,62,69,25,55,22,58,4
8527567,49,36,42,55,72,25,43,2
5655952,50,46,5,0,64,15,39,2
8860488,49,35,9,89,24,95,45,3
9445458,55,42,45,51,5,5,44,2
5678852,57,21,76,29,28,50,40,2
6237293,83,63,27,80,82,1,67,5
9742917,22,66,68,92,26,33,48,3
9838207,18,48,28,63,34,44,40,2
5150367,48,78,5,73,18,3,50,4
5803137,61,47,51,47,91,73,54,4
9555874,27,75,75,82,94,49,62,4
9869340,96,32,88,28,53,16,60,4
5313145,61,44,6,22,90,77,49,3
5505164,12,29,90,22,16,86,28,2
5608361,62,32,38,52,83,42,48,3
5711163,25,41,28,24,13,24,29,2
5922035,93,71,67,41,5,40,69,5
6409941,58,56,89,52,49,32,59,4
6775080,52,63,20,77,22,77,54,4
5968918,26,47,5,94,32,74,43,2
6341672,66,65,12,42,21,8,47,3
8139708,52,73,80,63,7,15,57,4
8787984,40,37,54,35,3,74,38,2
6978969,24,71,99,24,5,11,41,2
8479565,19,33,51,60,27,52,32,2
8639929,37,38,5,84,33,22,37,2
6124279,51,48,52,16,60,53,46,3
6161861,68,30,90,3,28,17,44,2
7141272,80,42,76,20,58,19,54,4
9054658,52,60,28,31,87,90,58,4
5509848,55,52,61,88,53,88,60,4
7350303,90,53,71,53,38,28,65,5
9751038,62,62,4,34,96,77,56,4
8075811,61,56,39,14,36,38,50,4
8705441,19,55,27,99,48,26,40,2
9144491,90,46,64,31,90,75,65,5
9226160,59,67,71,39,48,30,59,4
6098432,87,32,82,0,72,65,57,4
7785877,77,40,74,95,10,76,59,4
9406453,61,61,6,91,97,2,58,4
5654145,48,48,53,30,5,14,38,2
7798791,18,26,8,63,31,10,25,2
8680965,29,53,32,33,8,79,39,2
5894862,78,60,34,75,56,51,64,4
8460324,51,46,64,23,20,48,46,3
9750803,77,28,51,16,80,5,48,3
5492299,69,46,36,16,51,30,46,3
7682717,41,56,58,9,8,13,38,2
8081214,58,76,47,2,34,71,57,4
9919075,32,26,53,8,58,11,32,2
5472569,46,63,41,6,88,58,53,4
8180033,27,44,69,74,49,15,43,2
8852644,67,58,67,0,5,30,50,4
5722366,64,54,13,0,60,31,49,3
7056903,36,51,22,62,21,83,48,3
8489024,53,90,67,22,39,74,63,4
6389273,46,39,3,68,66,84,48,3
7208764,59,56,29,13,93,48,54,4
8702358,51,45,22,88,40,1,43,2
9546127,74,43,68,29,7,21,45,3
5292465,30,49,77,70,59,83,47,3
5496155,72,51,72,26,60,78,60,4
8728514,53,35,26,20,97,73,46,3
5929008,24,53,83,35,89,1,40,2
6574224,89,64,73,59,84,71,72,5
9315251,57,24,32,64,72,51,44,2
9322355,44,52,17,97,29,34,46,3
5724355,3,52,78,67,43,6,30,2
6391885,41,45,59,98,94,60,53,4
6947890,51,31,90,52,59,3,42,2
8168417,37,43,58,82,31,83,44,2
8668490,46,41,76,71,64,95,54,4
9395068,76,45,54,59,18,37,51,4
9491811,61,58,17,93,31,64,57,4
6636512,80,45,73,62,45,13,57,4
7304314,62,58,15,26,18,57,51,4
8891047,50,43,64,49,85,4,47,3
9283530,31,63,6,5,17,59,37,2
5143952,19,52,86,41,96,12,41,2
8072786,34,39,11,31,51,29,34,2
8545170,53,54,87,60,1,31,53,4
7428609,35,48,82,62,74,92,54,4
8423108,77,47,76,74,14,74,61,4
9064865,46,50,20,34,28,8,36,2
7724751,77,36,77,69,42,20,53,4
8481239,29,39,11,6,18,82,31,2
8633227,46,44,1,28,92,83,46,3
5891554,71,47,17,64,40,88,55,4
6314273,20,56,89,59,94,16,46,3
6759248,64,43,6,53,27,73,52,4
7173284,55,52,59,60,27,94,55,4
7607333,96,67,27,55,73,11,72,5
8950504,38,30,6,15,28,29,29,2
8984729,75,58,93,39,83,38,65,5
5187972,13,43,22,61,24,90,34,2
7282164,44,49,53,72,85,21,49,3
7944484,47,40,57,64,3,18,43,2
9851271,58,46,15,73,10,26,44,2
5749472,68,58,81,45,68,43,61,4
6378292,38,73,44,47,33,77,50,4
8082574,36,37,89,85,24,28,40,2
8641099,72,53,12,82,67,73,63,4
5448481,74,51,72,87,59,85,65,5
6239420,53,43,57,24,17,14,43,2
9663414,67,77,89,6,31,40,63,4
9868228,53,66,89,69,61,19,60,4
5492394,58,45,22,30,42,79,50,4
5680086,46,40,1,71,79,45,44,2
7824182,35,34,25,86,0,3,34,2
8114598,27,49,30,2,72,89,40,2
5212353,15,16,49,33,44,78,28,2
5613669,40,68,27,5,67,94,55,4
9011701,55,75,29,79,50,98,66,5
9482001,49,30,46,22,65,36,40,2
8010419,40,58,98,56,52,40,57,4
8491002,65,42,42,24,77,29,50,4
8527237,60,57,83,14,38,83,60,4
5359510,73,35,23,99,93,33,54,4
6426269,62,29,45,35,87,6,44,2
7665076,42,61,92,13,35,88,53,4
8731092,50,71,0,33,89,64,57,4
8017446,44,50,72,67,26,66,47,3
8064998,22,60,83,85,67,89,55,4
8996156,67,53,29,28,73,45,56,4
9281060,45,51,85,16,29,60,49,3
7088069,61,35,49,80,52,30,50,4
7437583,34,49,99,43,40,34,48,3
7671672,22,21,59,89,16,57,31,2
7798677,8,47,39,89,20,73,35,2
7505899,46,58,40,52,68,72,55,4
7598164,55,38,77,39,94,81,55,4
8267594,55,58,60,52,63,3,50,4
8332650,39,40,46,31,46,20,35,2
6916220,16,55,58,30,82,68,47,3
7194739,37,50,22,95,76,56,47,3
9365612,65,60,42,58,84,83,64,4
5445093,26,43,36,97,45,52,44,2
5912494,72,52,41,58,72,70,62,4
9829714,20,43,20,39,67,9,30,2
7073201,83,59,21,90,43,18,62,4
7172758,73,66,24,27,17,68,55,4
8296312,64,59,43,31,55,85,58,4
9744609,58,20,94,58,27,6,40,2
5261829,36,56,50,33,27,40,44,2
6581691,36,34,26,98,86,19,41,2
7495215,82,74,22,35,92,71,72,5
9546650,53,40,70,95,34,15,50,4
5157171,67,55,29,18,67,46,51,4
5582460,54,48,54,85,47,74,54,4
8293646,81,67,58,60,5,63,64,4
9834500,59,37,4,2,17,97,39,2
5944370,56,61,88,22,11,43,53,4
7342181,20,32,9,12,8,81,28,2
9900109,37,65,72,7,4,82,47,3
7769547,80,49,98,62,64,78,69,5
7841419,49,59,76,3,65,77,56,4
9647940,72,48,22,93,90,54,62,4
6234867,6,31,94,24,6,96,31,2
7083944,16,53,24,94,40,11,35,2
7476643,71,48,7,93,54,82,62,4
8279607,52,37,89,0,30,43,44,2
8733775,68,53,38,20,18,63,50,4
9083464,73,51,53,15,47,32,51,4
9452978,59,55,90,33,73,61,58,4
6341063,57,44,76,63,96,49,58,4
8353460,15,36,36,23,98,5,33,2
9062765,26,40,89,9,42,15,34,2
9807507,73,47,87,19,20,1,52,4
5095265,80,37,45,15,17,86,52,4
6834760,80,24,72,23,41,18,47,3
8873645,28,66,86,46,17,89,50,4
8984684,42,48,87,58,37,76,53,4
7589310,32,63,95,53,49,17,50,4
8655208,14,28,73,4,15,39,24,2
9503842,13,53,25,52,91,75,44,2
9570927,66,51,22,12,44,89,53,4
5372543,69,47,20,56,58,50,56,4
7538605,53,64,51,75,99,50,59,4
7803967,20,59,25,98,60,36,41,2
7862383,54,67,28,10,42,31,50,4
5489589,58,64,53,31,10,43,52,4
6524913,70,40,61,12,42,37,48,3
7727113,58,38,17,12,4,96,43,2
7840852,62,54,99,14,68,34,55,4
6916482,77,43,51,48,91,41,57,4
7117345,61,37,66,91,65,27,52,4
9361556,55,56,60,59,52,10,50,4
5018394,27,48,83,8,17,59,41,2
5602152,33,62,8,83,97,72,57,4
7275969,51,30,13,66,57,26,41,2
8878968,76,54,34,71,55,67,64,4
7077393,36,71,19,96,59,85,60,4
9322894,17,45,32,70,24,37,37,2
9670157,72,54,35,50,96,82,64,4
7218727,12,51,34,78,81,62,42,2
7528187,29,42,60,98,84,45,46,3
8334026,46,21,45,37,85,35,36,2
7409154,59,53,5,55,30,49,52,4
8502909,76,40,87,4,97,39,57,4
8507956,48,51,13,66,85,27,48,3
9473927,20,44,31,95,71,66,44,2
6059586,34,48,32,42,48,53,37,2
6546894,79,75,60,74,38,6,65,5
8913030,50,56,71,96,81,90,66,5
7064880,46,62,64,48,28,44,50,4
7476780,94,40,7,10,9,84,54,4
8862489,13,28,61,52,96,55,37,2
6159996,16,68,88,54,36,41,43,2
7406773,54,67,27,68,84,3,58,4
8653753,23,65,18,74,9,10,36,2
9377684,37,67,7,65,76,39,49,3
5343366,61,45,35,18,24,28,43,2
6874861,76,62,58,57,88,43,67,5
8327792,44,67,58,65,3,3,43,2
8741672,2,54,22,72,55,30,33,2
6338856,89,32,68,13,94,73,59,4
6835726,43,60,79,93,33,88,54,4
8546108,47,53,56,4,24,94,49,3
6544717,15,52,20,92,35,13,35,2
6816201,13,60,76,11,10,61,34,2
7638845,56,51,62,76,20,25,50,4
9716164,45,54,52,57,42,32,47,3
5081761,14,50,79,26,97,34,44,2
9439422,11,35,1,69,44,59,29,2
9892550,81,35,85,18,68,55,56,4
9020515,82,25,7,8,76,32,43,2
9229689,39,43,53,23,66,18,39,2
9965882,73,55,17,20,25,0,45,3
5131379,73,38,71,53,80,13,53,4
6561448,51,64,66,33,2,30,52,4
8981917,84,73,83,82,43,69,73,5
5753694,86,46,81,47,40,29,61,4
8839331,36,54,68,38,14,18,39,2
8878133,25,23,49,6,42,53,30,2
9354572,37,57,93,42,0,60,46,3
9655909,88,42,26,12,76,55,58,4
9874278,99,43,48,27,19,95,63,4
9977036,83,52,65,25,79,59,66,5
5117551,72,54,95,78,61,61,63,4
5619037,17,29,33,89,28,79,33,2
6163208,60,33,3,98,97,50,50,4
6423270,28,34,67,6,43,44,35,2
5367687,58,67,29,49,16,93,60,4
9109757,7,70,91,22,54,26,41,2
9910191,80,61,7,14,48,43,56,4
5228164,13,59,53,11,31,72,37,2
7524437,60,69,23,4,36,84,54,4
7990264,47,43,29,10,56,11,39,2
5357212,74,37,49,80,36,93,59,4
6578226,66,41,85,17,55,68,56,4
8952191,92,35,93,60,15,8,58,4
6805113,55,75,83,36,91,42,66,5
7003026,49,58,72,56,71,33,55,4
8844547,39,62,40,60,8,26,42,2
9213677,71,84,70,3,14,59,60,4
5829339,44,62,95,98,40,48,55,4
7604294,49,35,64,18,26,35,39,2
8725810,55,45,11,72,74,81,51,4
9126573,87,57,7,98,54,92,71,5
5232216,49,37,55,66,4,4,38,2
6075528,31,69,95,3,31,97,52,4
6986352,73,37,73,22,72,43,52,4
9579113,67,67,40,70,84,67,67,5
5139264,58,44,97,24,80,39,56,4
7429849,67,45,18,4,86,5,46,3
8112564,31,23,6,51,7,73,33,2
8659054,16,46,25,94,1,68,35,2
5805139,65,52,69,67,8,85,56,4
7507628,41,42,40,35,97,0,42,2
8419097,27,61,16,20,77,93,46,3
5484382,74,56,12,81,31,14,57,4
