enrolment_id,total_interaction_percent,total_attendance_percent,survey_rating_percent,satisfaction_rate_percent,is_satisfied
9322894,17,45,77,67,1
9670157,72,54,55,53,1
7218727,12,51,82,54,1
7528187,29,42,100,64,1
8334026,46,21,77,55,1
7409154,59,53,64,39,0
8502909,76,40,67,44,0
8507956,48,51,56,47,0
9473927,20,44,98,64,1
6059586,34,48,61,45,0
6546894,79,75,74,66,1
8913030,50,56,68,42,0
7064880,46,62,76,53,1
7476780,94,40,71,49,0
8862489,13,28,91,75,1
6159996,16,68,84,57,1
7406773,54,67,37,41,0
8653753,23,65,60,50,1
9377684,37,67,77,58,1
5343366,61,45,81,64,1
6874861,76,62,74,44,0
8327792,44,67,99,74,1
8741672,2,54,71,62,1
6338856,89,32,44,49,0
6835726,43,60,60,50,1
8546108,47,53,83,65,1
6544717,15,52,99,63,1
6816201,13,60,61,46,0
7638845,56,51,66,56,1
9716164,45,54,67,50,1
5081761,14,50,82,67,1
9439422,11,35,77,73,1
9892550,81,35,73,64,1
9020515,82,25,89,73,1
9229689,39,43,56,52,1
9965882,73,55,49,47,0
5131379,73,38,56,40,0
6561448,51,64,99,73,1
8981917,84,73,86,60,1
5753694,86,46,75,56,1
8839331,36,54,60,62,1
8878133,25,23,99,60,1
9354572,37,57,85,73,1
9655909,88,42,80,45,0
9874278,99,43,49,48,0
9977036,83,52,94,63,1
5117551,72,54,87,56,1
5619037,17,29,49,40,0
6163208,60,33,74,52,1
6423270,28,34,78,62,1
5367687,58,67,56,60,1
9109757,7,70,66,48,0
9910191,80,61,58,54,1
5228164,13,59,95,63,1
7524437,60,69,57,55,1
7990264,47,43,82,54,1
5357212,74,37,58,30,0
6578226,66,41,68,62,1
8952191,92,35,85,73,1
6805113,55,75,54,46,0
7003026,49,58,59,44,0
8844547,39,62,98,49,0
9213677,71,84,45,49,0
5829339,44,62,93,57,1
7604294,49,35,82,58,1
8725810,55,45,55,47,0
9126573,87,57,92,80,1
5232216,49,37,77,66,1
6075528,31,69,91,75,1
6986352,73,37,84,58,1
9579113,67,67,92,64,1
5139264,58,44,76,52,1
7429849,67,45,78,64,1
8112564,31,23,72,45,0
8659054,16,46,58,46,0
5805139,65,52,61,65,1
7507628,41,42,98,66,1
8419097,27,61,67,42,0
5484382,74,56,62,64,1
5685684,30,35,99,73,1
6320024,17,52,99,61,1
9194732,22,43,58,50,1
8270244,53,44,52,45,0
8473660,45,70,65,46,0
9717638,22,28,74,60,1
9964598,17,45,65,51,1
6012787,52,48,92,58,1
6893542,39,52,58,49,0
9164948,49,70,82,64,1
6619043,46,27,94,56,1
8088747,56,50,58,54,1
9405827,60,45,67,67,1
5492822,50,38,72,74,1
5620853,53,60,76,73,1
6144494,69,70,72,60,1
6435016,72,36,72,50,1
5351791,65,50,92,56,1
7542176,64,53,63,46,0
9026171,34,57,60,41,0
5458844,74,54,92,86,1
9631351,77,51,95,79,1
9832332,15,31,74,46,0
7560211,29,50,58,66,1
8527917,18,71,76,50,1
8683259,49,46,64,57,1
6412252,48,49,39,47,0
7491278,64,36,100,69,1
9530262,58,78,54,58,1
9883598,81,47,71,60,1
6394734,6,43,40,38,0
8425126,48,34,65,55,1
9514320,73,34,76,50,1
9791066,53,42,58,49,0
6535772,54,23,81,51,1
7052873,58,54,35,21,0
7248973,45,47,79,57,1
7335611,20,68,53,43,0
7370400,25,27,57,45,0
8456344,67,47,79,65,1
9140453,38,39,74,74,1
9844159,55,61,46,48,0
5155136,40,31,75,61,1
5810891,4,41,85,63,1
7457142,56,52,79,66,1
7992218,59,55,51,46,0
7758265,74,50,51,42,0
8179702,84,53,63,71,1
8825054,71,52,95,51,1
8183096,44,65,77,56,1
8590502,25,38,97,67,1
9978615,19,44,78,57,1
5836695,27,38,62,38,0
6078262,71,62,94,58,1
6398659,9,82,89,65,1
6518041,21,49,76,55,1
6346652,51,46,86,70,1
7048906,51,44,74,66,1
7443937,73,49,53,49,0
8535597,82,55,58,39,0
5637343,24,50,74,44,0
7246546,77,15,84,68,1
8726706,28,63,91,64,1
5897698,53,56,58,51,1
8599267,44,55,89,73,1
9145355,69,56,72,52,1
9556387,49,50,83,58,1
5101119,43,65,63,52,1
5764170,51,50,81,57,1
6927640,81,82,82,71,1
9895874,42,63,65,54,1
5179908,31,30,76,74,1
6021935,64,47,41,49,0
7835328,32,42,78,60,1
5850922,10,43,79,58,1
7100182,63,66,78,66,1
8463828,85,59,67,72,1
5716985,52,83,53,29,0
7688475,82,35,84,46,0
8673654,17,23,70,58,1
8866412,81,41,78,56,1
5789951,80,61,57,46,0
6663453,61,57,84,64,1
7117435,16,61,98,61,1
7899869,77,68,58,46,0
6038031,46,62,61,67,1
6658801,44,31,98,78,1
9387537,54,62,83,56,1
5130924,74,75,79,41,0
5814695,61,53,84,74,1
6293028,33,38,99,54,1
9339365,85,22,99,59,1
9474182,71,46,60,50,1
9509325,38,64,49,45,0
9867037,34,64,55,59,1
5137897,51,39,88,70,1
5388729,31,57,99,58,1
9009293,64,69,97,74,1
9057899,48,57,46,34,0
5743160,77,52,96,59,1
7614918,35,69,84,68,1
9750980,15,51,88,64,1
9984277,63,40,35,45,0
6026898,22,50,89,61,1
6670820,43,38,84,64,1
6707770,54,51,58,54,1
8440584,54,64,58,62,1
6047764,89,26,62,50,1
6846003,80,40,77,64,1
8584496,56,55,68,54,1
9881665,61,49,50,42,0
5168718,19,56,65,53,1
5659572,55,42,81,75,1
7016187,32,52,49,48,0
7136382,11,71,87,78,1
5085699,54,49,53,55,1
5971431,9,66,82,56,1
6559301,20,58,57,41,0
5266046,71,68,86,60,1
5640342,60,46,69,71,1
5774411,76,58,97,59,1
5432250,28,42,63,59,1
5779408,33,33,56,44,0
7939783,35,61,73,58,1
8492468,56,41,87,69,1
7911036,89,25,88,60,1
8393564,81,39,97,66,1
8494744,62,73,71,57,1
9281918,78,62,49,47,0
5871060,87,83,38,31,0
6555235,42,51,73,56,1
7069425,43,62,81,64,1
9882110,50,46,71,69,1
5362186,11,66,83,69,1
8291770,32,49,81,61,1
8909531,27,54,90,76,1
9705710,67,50,81,67,1
6639403,17,36,58,40,0
7339884,43,33,84,67,1
8579886,10,55,73,46,0
9347369,84,33,72,58,1
7310727,55,54,93,60,1
8363837,47,42,38,32,0
8606199,74,37,68,62,1
5111488,30,32,96,62,1
6339988,18,27,76,53,1
8916264,85,39,69,49,0
9301126,92,72,89,56,1
8734817,37,23,78,55,1
8984617,72,53,53,41,0
9502448,73,42,48,48,0
6496355,39,67,88,68,1
6633704,29,68,82,52,1
7620344,47,64,76,42,0
5018827,63,44,59,61,1
5201422,17,42,80,54,1
7645412,27,48,63,47,0
7694660,33,40,99,77,1
9091748,53,48,49,32,0
9368245,33,31,94,56,1
5739282,25,60,71,56,1
6487486,23,37,65,48,0
8364063,53,47,67,75,1
5077973,9,40,70,64,1
7964782,55,59,48,41,0
8522106,52,54,58,56,1
8607547,63,46,44,42,0
5331785,42,58,90,59,1
7006405,58,57,87,65,1
8241393,38,55,81,69,1
5646865,58,65,79,53,1
9606018,20,17,80,48,0
9647356,40,63,93,67,1
5664679,63,52,99,79,1
7153398,20,59,91,51,1
9091651,95,64,98,78,1
9402178,50,50,89,61,1
5598504,41,28,94,50,1
7946682,52,50,73,55,1
8413643,23,38,53,42,0
5108380,94,63,68,42,0
5946547,34,56,70,70,1
9196446,84,29,69,73,1
9904761,63,59,95,60,1
6679253,47,65,53,51,1
7042224,58,41,75,67,1
8302388,78,24,84,70,1
8543338,33,52,66,70,1
6524097,52,50,64,49,0
7467278,57,31,96,66,1
7646499,55,30,83,60,1
6212886,79,47,55,51,1
7360268,52,45,36,26,0
8566040,41,51,53,45,0
9071944,26,61,90,45,0
7144453,55,55,82,74,1
7148159,18,51,75,52,1
8772879,60,54,88,76,1
9073919,17,52,85,54,1
6323547,55,55,84,63,1
6863708,37,53,64,58,1
8227320,52,30,99,65,1
9228955,30,50,69,51,1
5049915,70,27,72,58,1
5147989,8,47,60,59,1
9231425,34,52,77,53,1
6220412,8,46,68,57,1
6391002,79,74,83,64,1
7446745,30,57,79,61,1
7592108,6,55,97,80,1
6229205,47,55,49,55,1
6315236,42,64,94,79,1
6844432,60,29,91,85,1
6376133,28,69,97,64,1
6735441,74,38,74,66,1
9852090,52,56,77,58,1
6493703,18,53,63,55,1
9194011,48,68,93,69,1
9674017,47,61,68,54,1
5268832,51,33,56,53,1
7994386,40,48,69,61,1
9147314,73,66,54,42,0
5170703,56,51,93,47,0
8571700,35,75,70,46,0
9366786,48,24,52,43,0
9845009,41,52,60,52,1
5543045,63,35,71,67,1
9561512,25,21,90,60,1
9838097,77,60,65,45,0
5271073,51,58,96,70,1
6857039,30,52,86,40,0
9291573,57,30,86,64,1
6919580,78,45,92,69,1
7579656,21,54,82,70,1
8619403,16,41,73,57,1
8018840,35,65,94,69,1
8570164,65,73,97,84,1
8985986,44,64,73,57,1
5588151,33,71,73,56,1
5929681,26,47,63,70,1
6684556,5,39,94,79,1
8591720,55,60,84,74,1
5809565,95,36,69,47,0
7003011,68,42,85,57,1
7595348,70,31,81,63,1
9050159,16,62,47,45,0
7062397,41,53,93,67,1
7654718,37,38,80,78,1
9016265,60,25,98,56,1
6178400,73,57,46,44,0
8039670,64,53,79,45,0
8305792,69,67,74,55,1
9019851,82,70,76,46,0
5333504,24,51,80,66,1
6299532,41,73,65,46,0
8331160,41,49,45,29,0
9173787,67,72,70,52,1
5859988,42,52,55,51,1
9224986,23,69,63,63,1
9633166,83,41,86,48,0
6197702,45,37,97,57,1
6345149,54,55,99,45,0
8987836,47,40,66,72,1
9699906,69,38,72,60,1
6721176,27,43,69,61,1
8111989,31,34,45,53,1
8125579,34,39,78,68,1
6796748,6,38,50,57,1
6906591,58,31,77,63,1
7549717,41,45,59,58,1
6999193,31,36,57,50,1
7851903,56,40,86,48,0
8718177,37,37,86,68,1
5529699,44,41,86,56,1
6375407,84,68,85,77,1
6393231,56,48,62,62,1
7187593,31,45,87,62,1
7009903,50,44,79,52,1
9519781,61,64,99,69,1
9793851,55,26,96,56,1
6661207,32,54,51,49,0
6711298,54,32,55,54,1
7975497,83,33,62,48,0
9558332,57,60,78,69,1
5076350,52,51,99,81,1
6268389,34,67,74,53,1
9704380,48,55,83,58,1
9798350,68,59,66,52,1
7883658,62,39,62,50,1
8542350,73,65,98,94,1
8681813,34,73,59,57,1
7827853,46,42,100,65,1
8707298,57,29,52,61,1
9077666,65,47,65,47,0
9870150,32,59,93,79,1
7355288,57,58,93,63,1
8102559,35,38,69,41,0
9091350,56,25,80,64,1
9815192,44,34,37,35,0
5923828,57,57,93,69,1
6635070,65,50,68,60,1
8155296,16,33,63,69,1
8159143,43,48,67,51,1
5785268,34,66,90,74,1
7171063,74,55,99,77,1
7845191,61,60,88,64,1
9879121,35,41,70,58,1
6619325,58,53,81,53,1
7765992,20,45,90,54,1
9326562,57,35,96,58,1
9406739,53,43,67,55,1
5842076,56,66,80,61,1
6052101,47,66,85,73,1
6207342,55,51,63,68,1
6065793,33,62,83,71,1
7280724,67,55,99,73,1
7688863,34,24,46,41,0
8451346,97,52,89,71,1
9348032,24,36,96,73,1
9351583,36,61,59,37,0
6039228,51,29,46,56,1
6491388,72,52,82,59,1
7671314,57,69,100,76,1
8503450,58,58,65,57,1
5684787,17,54,74,72,1
7345829,43,62,64,61,1
8599553,31,77,67,57,1
9110951,12,72,53,56,1
7898402,52,56,54,45,0
9271373,61,39,95,74,1
9590131,21,36,55,42,0
9696307,71,54,69,67,1
5796272,41,40,68,52,1
6103900,45,44,63,59,1
8931695,51,57,71,59,1
6439911,44,62,51,49,0
6728731,34,49,88,70,1
7577438,44,40,83,70,1
6484955,45,42,100,76,1
7059213,51,47,93,62,1
8936033,67,28,77,56,1
9828087,23,48,79,56,1
8091940,87,34,98,72,1
8440288,42,47,63,49,0
8643601,42,76,54,60,1
5914271,44,17,49,47,0
8569899,27,48,84,64,1
9223448,51,43,65,59,1
6269651,78,43,65,54,1
6372129,61,49,40,44,0
7459119,36,46,89,48,0
7894856,56,69,35,42,0
5364162,67,63,78,64,1
5407676,37,52,75,62,1
7176071,83,70,79,57,1
7855047,30,47,81,69,1
7977644,96,57,79,53,1
8392479,55,55,85,65,1
9305136,66,45,69,78,1
9658936,39,39,78,58,1
7034375,64,49,96,64,1
8683816,96,51,81,62,1
9240431,94,42,84,70,1
9711294,89,53,86,59,1
5347215,50,42,86,56,1
6723787,81,77,14,15,0
7618452,47,60,62,60,1
5431599,36,46,76,68,1
6379923,41,14,95,67,1
7115691,37,61,94,60,1
7431974,57,59,81,61,1
7940729,70,62,85,43,0
8074016,63,68,58,48,0
8265874,62,51,78,51,1
9455931,24,40,90,64,1
5298739,37,52,87,69,1
8843477,54,36,68,57,1
9166372,31,45,90,68,1
5238523,58,80,68,55,1
6115314,20,47,61,48,0
7888963,47,46,99,73,1
9719777,56,29,75,65,1
7229731,40,56,55,52,1
7611571,50,59,98,54,1
8922399,10,32,84,67,1
5691120,37,71,45,39,0
9001795,28,50,73,45,0
9850425,47,51,75,55,1
6673043,35,29,72,45,0
7151703,52,65,64,50,1
7849007,74,59,79,66,1
7310724,70,73,55,51,1
7377308,65,46,42,40,0
9287737,81,49,37,47,0
5566624,32,28,97,85,1
6027570,78,43,100,69,1
7616880,36,55,90,78,1
6411706,76,63,95,61,1
6727085,81,62,54,54,1
8494192,39,63,61,50,1
9786612,68,59,74,47,0
6130984,27,68,84,52,1
7479954,79,44,94,63,1
7826837,74,50,49,43,0
8080222,33,28,99,75,1
5292601,25,44,99,67,1
8589204,45,43,56,40,0
8777539,46,60,97,61,1
5037102,25,65,75,58,1
5198724,43,52,64,55,1
7306810,49,41,52,55,1
7805098,64,40,67,49,0
7177434,43,60,69,63,1
7406752,11,56,93,68,1
8264189,50,61,93,57,1
8895809,21,33,66,53,1
5666748,57,53,75,56,1
5688602,65,40,43,35,0
8122915,56,55,98,53,1
8381528,26,40,63,61,1
5867779,78,69,94,54,1
5969513,40,64,82,52,1
6908862,35,35,68,55,1
8721277,61,65,59,59,1
5444227,59,68,42,52,1
8457224,47,58,100,82,1
8825828,55,35,75,55,1
6659834,43,56,67,60,1
7534415,51,76,70,58,1
9232508,32,46,94,49,0
5736147,44,40,93,45,0
7865884,56,67,52,41,0
7925213,49,35,74,64,1
9371527,77,49,57,52,1
6021460,44,35,60,56,1
7550080,41,25,83,69,1
7718229,31,60,62,49,0
8196338,53,63,97,69,1
9394522,52,48,71,63,1
9916400,5,20,87,69,1
6342577,50,68,90,76,1
7184376,37,50,57,32,0
8048889,49,65,91,67,1
9779422,61,51,82,62,1
6858297,54,47,95,72,1
7047118,70,58,95,66,1
7808993,36,50,99,67,1
9181170,31,56,31,33,0
5381063,62,32,71,64,1
9182555,26,59,78,46,0
9353298,18,56,60,57,1
5509311,75,66,64,60,1
6956788,42,54,73,59,1
7935378,45,73,92,59,1
9702071,47,60,73,63,1
7153151,75,58,77,66,1
8405530,36,55,81,39,0
8681701,66,43,71,57,1
9339731,34,59,80,70,1
5926309,50,45,54,46,0
9072521,75,33,84,46,0
9392655,76,62,87,61,1
9956562,74,64,63,67,1
5108403,97,38,70,60,1
7268697,65,36,63,58,1
7317673,91,56,97,75,1
9183877,58,66,67,61,1
5200022,59,40,79,82,1
5437964,62,44,75,63,1
7389239,44,55,43,39,0
8320954,43,37,95,74,1
5306205,58,52,84,66,1
7949816,46,68,61,36,0
8865971,64,41,92,72,1
9933447,65,55,83,64,1
5769963,69,58,46,35,0
6273683,64,51,96,70,1
8197855,27,39,82,69,1
8329754,72,43,59,58,1
5152155,66,45,89,61,1
5975661,24,57,59,53,1
9676131,50,57,95,71,1
5362422,93,28,72,54,1
8179952,54,39,54,49,0
9108365,27,60,67,35,0
9519900,11,64,79,57,1
5679176,63,70,85,57,1
5805723,39,57,56,46,0
7481749,63,52,83,75,1
5880182,62,64,80,50,1
7694986,37,62,45,51,1
9471927,55,30,69,69,1
5761434,73,21,73,55,1
7049332,54,28,78,57,1
8067912,30,53,76,54,1
9079756,72,35,70,57,1
9194935,98,49,73,64,1
9519926,59,42,52,53,1
9713175,75,35,69,47,0
6093060,83,46,68,60,1
6610180,43,76,66,48,0
6635406,22,55,74,56,1
8776593,92,69,97,54,1
7177599,27,63,95,63,1
9012018,24,49,67,50,1
9258737,31,34,98,66,1
7387188,49,63,94,69,1
8839657,34,48,94,67,1
9080875,24,47,69,48,0
9533049,87,60,79,64,1
6038791,59,66,97,67,1
7639568,16,64,63,62,1
8390672,36,55,46,32,0
9933310,24,33,79,51,1
6274161,20,55,50,50,1
7305269,20,47,93,57,1
9702211,63,48,81,51,1
5529242,93,54,82,67,1
6387593,41,59,96,78,1
7758620,39,35,55,36,0
5940941,14,38,67,55,1
6041837,21,42,93,67,1
7971534,48,45,54,67,1
8492537,56,55,59,41,0
5136623,66,42,84,72,1
7742913,29,41,70,60,1
8362481,14,38,46,52,1
5047174,28,54,57,38,0
5515214,60,56,58,58,1
6494380,42,59,64,65,1
8018815,58,50,88,57,1
6274306,61,66,64,54,1
7939044,28,30,94,70,1
9271274,68,19,50,40,0
5089948,66,31,84,65,1
6164297,30,54,65,57,1
7276607,31,52,87,87,1
8925236,54,29,81,61,1
5328765,78,34,94,70,1
5581059,67,49,55,37,0
6306925,73,55,73,62,1
7161048,69,26,54,55,1
5301720,37,39,99,75,1
5597810,37,39,79,63,1
6109798,32,41,52,46,0
6827290,43,40,95,63,1
8403155,59,58,73,41,0
9964737,59,49,84,74,1
6505135,71,59,86,60,1
7207956,21,67,86,48,0
7682495,58,54,100,57,1
8537280,58,49,77,69,1
6105386,26,36,92,79,1
6211356,58,54,59,51,1
8339423,38,54,86,73,1
9861969,74,68,96,62,1
6503249,33,33,92,50,1
6780579,34,31,59,65,1
7053952,47,40,77,60,1
5701092,57,72,74,46,0
8182061,59,59,72,57,1
8591440,27,44,58,58,1
5407077,65,75,91,69,1
7652624,28,48,56,51,1
8115396,59,53,92,56,1
8306281,75,53,84,66,1
6139896,34,73,83,59,1
6163166,63,33,94,73,1
6559955,89,53,69,54,1
8876005,49,55,94,68,1
5683593,29,51,88,62,1
6125344,16,72,54,57,1
6528612,75,40,69,41,0
8559807,45,40,93,71,1
6020160,42,75,87,67,1
6089083,57,47,94,64,1
9429160,42,62,96,64,1
5935011,64,61,74,60,1
9845342,63,55,96,71,1
9879489,31,57,91,75,1
6833824,70,47,71,59,1
8589485,57,56,91,64,1
9114534,28,50,80,43,0
5121544,28,36,82,62,1
5527792,52,17,61,49,0
6895658,89,56,61,42,0
9465793,87,47,49,45,0
5433655,81,63,78,64,1
7568898,44,64,74,54,1
9693827,84,43,74,64,1
5452101,32,43,82,84,1
5784791,2,32,72,55,1
7044472,85,69,90,61,1
7482545,44,62,69,66,1
5302985,40,56,82,64,1
5919736,37,46,93,69,1
7657171,85,41,68,46,0
5242733,46,40,97,63,1
7408895,62,37,75,64,1
8018408,51,70,75,61,1
5403979,69,55,98,64,1
6766022,65,46,75,61,1
7489449,59,40,57,49,0
8551943,18,50,64,54,1
5549751,59,50,56,49,0
6184865,76,64,82,44,0
7464028,74,39,55,46,0
7561868,48,43,85,51,1
5414518,39,50,60,46,0
6604765,23,26,60,56,1
8105060,83,67,65,61,1
5253388,42,30,89,72,1
7056684,39,22,68,44,0
7138720,26,50,65,49,0
9351840,33,32,62,57,1
5405526,44,37,88,70,1
5825301,53,45,45,43,0
9184828,36,42,72,69,1
5277877,17,56,97,67,1
8446014,12,50,80,76,1
8790551,45,56,82,52,1
7071529,61,47,87,61,1
7311040,56,59,68,57,1
7976700,46,59,84,54,1
8013844,8,65,26,32,0
5241435,34,35,68,44,0
6120711,67,62,96,57,1
6688050,70,17,38,38,0
9686586,50,41,80,57,1
7947718,23,56,41,31,0
9216482,57,46,57,50,1
9318091,33,63,94,54,1
6904029,59,44,57,43,0
7232047,43,53,89,69,1
7531947,55,42,55,65,1
8484789,28,48,65,63,1
6768954,58,47,93,69,1
7413717,54,55,71,48,0
7476010,45,36,45,45,0
8782466,18,27,56,40,0
6960120,11,68,51,40,0
8026808,73,65,91,68,1
8709239,46,35,82,48,0
9294562,35,37,55,46,0
8182435,48,36,73,62,1
8609327,25,70,88,70,1
8739498,16,57,70,76,1
9143371,80,43,78,62,1
7095635,20,47,73,51,1
9083169,56,51,83,49,0
9609627,56,33,40,42,0
7893845,39,53,94,74,1
8291258,42,70,62,62,1
8372855,44,23,73,64,1
9003778,42,67,58,56,1
5408867,32,43,88,71,1
5629343,55,45,90,62,1
6904519,52,46,88,64,1
6466887,55,58,88,72,1
6544618,67,50,79,63,1
7594261,52,46,70,44,0
8272229,56,46,80,50,1
5180219,6,44,67,52,1
8709467,52,30,97,71,1
9669084,57,30,95,69,1
5935582,61,41,88,57,1
8038260,25,75,54,47,0
8608677,32,34,86,66,1
6643089,35,29,82,51,1
7036074,62,66,72,36,0
8097718,67,52,53,55,1
5783243,44,35,80,54,1
7012245,52,60,58,52,1
9929899,73,54,84,47,0
5474817,64,24,37,39,0
6110011,58,57,51,41,0
6159885,23,42,99,79,1
9177677,40,57,99,60,1
6591820,66,56,68,63,1
7033208,14,50,67,60,1
7180139,4,62,98,74,1
7843586,40,86,64,73,1
7999656,54,64,99,63,1
8641645,76,45,90,69,1
9524297,67,67,55,49,0
9633799,82,59,67,48,0
6502659,36,50,77,61,1
8888685,65,35,83,56,1
9827932,31,56,46,40,0
9897067,21,45,68,60,1
5703669,46,69,60,52,1
7861769,60,78,67,48,0
8743004,26,32,46,37,0
9663449,72,76,91,55,1
6597876,63,28,65,43,0
7220637,25,44,98,60,1
9710967,19,52,70,63,1
5206502,63,60,96,60,1
5873047,79,64,87,47,0
7392189,10,70,86,57,1
8013344,66,36,84,59,1
5690845,52,45,99,56,1
8831654,41,48,72,56,1
9976121,31,70,98,67,1
6397657,38,33,86,70,1
7799451,31,42,100,79,1
9265898,70,69,84,62,1
6719375,69,37,74,54,1
9521629,11,39,83,59,1
9591637,26,56,84,48,0
9634112,76,48,83,71,1
6632121,68,43,58,51,1
6653049,70,59,98,64,1
8278773,43,59,59,54,1
7387292,20,70,95,73,1
7728499,60,47,67,45,0
8260959,68,45,76,58,1
9449785,80,53,75,46,0
7101706,38,39,91,72,1
7985285,19,54,82,62,1
9006049,69,55,80,78,1
9665895,29,46,91,65,1
5943193,77,52,90,84,1
7297306,52,35,70,58,1
8029652,72,57,79,57,1
8936113,24,66,82,65,1
7216033,36,58,84,47,0
7276195,37,66,96,58,1
8234500,35,54,94,60,1
8605196,84,57,97,63,1
6336443,24,72,96,64,1
7775232,71,39,32,38,0
8146610,6,78,81,82,1
8495713,59,37,87,46,0
5599386,51,54,47,55,1
7164978,26,37,89,80,1
9094895,17,38,88,70,1
6345590,63,44,78,70,1
8610026,41,25,61,65,1
8763208,50,46,51,48,0
5207562,71,27,95,71,1
5989321,25,48,57,47,0
7527669,59,69,93,66,1
5343505,7,43,92,68,1
5894921,50,42,99,47,0
8721151,34,38,93,64,1
5983296,23,45,75,56,1
6560088,81,48,58,52,1
7396224,60,57,61,53,1
7969130,75,59,86,55,1
6115162,57,55,83,47,0
7023153,58,64,100,73,1
8779557,70,41,36,32,0
9944656,41,44,79,70,1
6135532,46,40,51,45,0
6808625,56,65,40,48,0
9856598,9,16,67,47,0
7049094,52,61,89,61,1
8778660,22,53,49,45,0
9653507,5,64,98,68,1
6468038,39,42,49,51,1
8043020,63,19,91,82,1
8083864,64,66,83,65,1
9317005,31,56,79,62,1
6610221,71,37,97,61,1
6688065,62,61,87,61,1
8481605,34,64,77,71,1
5654554,31,36,92,40,0
6341668,28,48,71,42,0
6946840,63,61,52,52,1
8139546,63,31,62,56,1
5396288,16,35,72,62,1
5948374,58,49,68,54,1
7023421,77,34,49,52,1
7667157,47,49,77,65,1
5387499,50,71,83,43,0
7862787,55,29,94,58,1
8003215,69,34,79,76,1
8900877,52,49,80,42,0
5911167,24,51,97,64,1
6637167,22,47,59,50,1
7385231,62,48,95,65,1
8682475,70,54,98,64,1
6073788,50,45,90,63,1
6250710,28,47,58,58,1
6502862,50,52,75,53,1
7652028,36,80,99,69,1
8628972,64,56,50,46,0
9850874,45,37,81,60,1
5670176,59,55,80,70,1
6092860,73,57,91,52,1
6484741,28,69,63,57,1
6490915,53,39,92,60,1
7658077,49,48,49,47,0
8691566,39,60,59,50,1
9053983,18,51,92,56,1
9708835,10,42,76,57,1
5724605,79,68,64,43,0
7319941,45,46,76,68,1
8460169,60,52,83,69,1
6514684,45,36,74,60,1
8735980,28,45,54,54,1
9768268,77,67,76,46,0
9832950,59,60,40,50,1
6782371,9,31,79,75,1
7584297,38,24,55,46,0
9478936,54,51,38,44,0
9735069,15,38,76,59,1
6288697,16,59,79,61,1
6425466,25,45,61,51,1
7260839,5,48,38,32,0
7988336,55,32,65,55,1
5407734,47,41,88,68,1
8009768,60,74,67,53,1
9344262,28,44,78,63,1
7578749,49,57,75,71,1
7602681,50,37,88,68,1
8903493,22,42,97,61,1
5143476,62,59,66,72,1
5327958,46,52,76,58,1
6106746,46,56,68,64,1
7036480,38,55,68,58,1
6952957,84,63,69,69,1
7962753,74,34,82,63,1
9156081,71,50,80,66,1
5984385,45,23,81,41,0
7133080,30,63,57,58,1
8080312,36,62,85,74,1
9796909,75,74,74,70,1
5635596,41,28,39,59,1
9616051,80,66,92,63,1
9971403,79,80,68,60,1
5260459,50,38,84,60,1
7032437,23,60,79,64,1
7393771,49,62,96,61,1
5940885,21,52,90,77,1
6918324,54,31,68,59,1
7662572,48,82,89,71,1
9773473,76,43,72,77,1
5834370,48,41,97,59,1
7168676,36,23,44,39,0
8464907,42,68,95,69,1
6704534,54,77,71,49,0
7267643,33,51,71,65,1
9422132,79,62,54,58,1
5673504,38,70,95,66,1
6154454,88,54,98,67,1
8693330,33,41,75,45,0
8796423,63,43,66,57,1
5712859,64,77,70,58,1
6906041,2,57,74,59,1
6910410,67,48,69,75,1
8872716,61,60,79,63,1
7343628,74,50,62,51,1
7422464,41,53,87,67,1
7681740,51,41,78,67,1
5151376,93,49,74,60,1
6964180,29,70,64,78,1
8543912,66,49,72,64,1
6981674,8,60,75,61,1
7144629,73,63,62,52,1
8477818,41,34,90,60,1
6537319,53,55,97,72,1
6574073,70,33,59,43,0
6984199,43,47,92,49,0
8175871,81,58,94,62,1
5661658,74,41,63,59,1
8605053,69,50,54,50,1
9894544,37,18,56,51,1
9969147,57,69,93,43,0
8087079,50,31,57,45,0
8600713,58,54,61,47,0
8631559,26,47,67,74,1
9700920,51,54,80,60,1
5913944,47,60,97,73,1
7893736,80,47,76,59,1
8207967,58,76,87,73,1
8571117,61,48,91,69,1
7568032,87,75,85,83,1
8339313,72,58,67,51,1
8528342,95,41,74,54,1
9011807,39,47,69,55,1
5882539,53,40,86,52,1
6695879,50,67,65,52,1
8215942,74,46,75,63,1
9013391,56,61,66,60,1
5142744,57,46,90,62,1
5688042,53,68,81,56,1
6461391,49,48,64,56,1
7060534,37,61,74,64,1
6694466,91,24,82,66,1
7843865,24,40,82,61,1
9529973,31,48,55,32,0
5843528,47,53,65,46,0
8656464,99,39,91,52,1
8709221,73,47,31,27,0
8911706,84,51,74,54,1
5027715,30,76,70,64,1
5188721,29,54,62,46,0
8165961,42,72,39,34,0
6901038,53,34,85,72,1
7607590,80,39,60,50,1
7724644,96,49,68,40,0
9684966,75,55,66,52,1
7696705,70,58,74,60,1
9482071,65,67,59,54,1
9973543,34,40,50,52,1
8001661,90,51,58,52,1
8774157,89,34,84,63,1
9134704,46,37,65,53,1
9542963,54,36,81,68,1
6182410,50,43,73,37,0
6663571,64,10,88,68,1
7099273,33,42,62,70,1
8355463,29,48,62,44,0
6007304,7,39,97,63,1
6801357,73,58,71,50,1
